DEEPTaxaID,finalID,SUPERPHYLUM,PHYLUM,SUBPHYLUM,INFRAPHYLUM,SUPERCLASS,CLASS,SUBCLASS,INFRACLASS,SUPERORDER,ORDER,SUBORDER,INFRAORDER,SUPERFAMILY,FAMILY,SUBFAMILY,TRIBE,SUBTRIBE,GENUS,SPECIES,Synonym,FFG,SensitiveEPT,BCG_Attribute,Tol,TolSource,common_name,Notes,AddedBy,AddedDate,UpdatedSynonym
1256,Ptychoptera,,Arthropoda,Hexapoda,,,Insecta,,,,Diptera,Nematocera,,,Ptychopteridae,,,,Ptychoptera,,,,,,,,,,,,
1257,Helichus striatus,,Arthropoda,Hexapoda,,,Insecta,Pterygota,,,Coleoptera,Polyphaga,,,Dryopidae,,,,Helichus,Helichus striatus,,,,,,,,,,,
1258,Helichus suturalis,,Arthropoda,Hexapoda,,,Insecta,Pterygota,,,Coleoptera,Polyphaga,,,Dryopidae,,,,Helichus,Helichus suturalis,,,,,,,,,,,
1259,Drunella cornutella,,Arthropoda,Hexapoda,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Drunella,Drunella cornutella,,,,,,,,,,,
1260,Perlesta,,Arthropoda,Hexapoda,,,Insecta,Pterygota,,,Plecoptera,,,,Perlidae,,,,Perlesta,,,,,,,,,,,,
