DEEPTaxaID,finalID,SUPERPHYLUM,PHYLUM,SUBPHYLUM,INFRAPHYLUM,SUPERCLASS,CLASS,SUBCLASS,INFRACLASS,SUPERORDER,ORDER,SUBORDER,INFRAORDER,SUPERFAMILY,FAMILY,SUBFAMILY,TRIBE,SUBTRIBE,GENUS,SPECIES,Synonym,FFG
296,Valvata tricarinata,,Mollusca,,,,Gastropoda,,,,Heterostropha,,,,Valvatidae,,,,Valvata,tricarinata,,SCR
297,Zavrelimyia,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,,,,Zavrelimyia,,,PRD
298,Paraleuctra sara,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Leuctridae,,,,Paraleuctra,sara,,SHR
299,Procambarus acutus,,Arthropoda,,,,Malacostraca,,,,Decapoda,,,,Cambaridae,,,,Procambarus,acutus,,SHR
300,Procambarus clarkii,,Arthropoda,,,,Malacostraca,,,,Decapoda,,,,Cambaridae,,,,Procambarus,clarkii,,SHR
301,Promenetus exacuous,,Mollusca,,,,Gastropoda,,,,Basommatophora,,,,Planorbidae,,,,Promenetus,exacuous,,SCR
302,Promoresia tardella,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Elmidae,,,,Promoresia,tardella,,SCR
303,Psychomyia nomada,,Arthropoda,,,,Insecta,,,,Trichoptera,,,,Psychomyiidae,,,,Psychomyia,nomada,,C-G
304,Rhyacophila manistee,,Arthropoda,,,,Insecta,,,,Trichoptera,,,,Rhyacophilidae,,,,Rhyacophila,manistee,,PRD
305,Rhyacophila nigrita,,Arthropoda,,,,Insecta,,,,Trichoptera,,,,Rhyacophilidae,,,,Rhyacophila,nigrita,,PRD
306,Serratella serratoides,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Serratella,serratoides,Ephemerella ,C-G
307,Stenelmis concinna,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Elmidae,,,,Stenelmis,concinna,,SCR
308,Stenelmis mera,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Elmidae,,,,Stenelmis,mera,,SCR
309,Stenelmis mirabilis,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Elmidae,,,,Stenelmis,mirabilis,,SCR
310,Strophopteryx fasciata,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Taeniopterygidae,,,,Strophopteryx,fasciata,,SHR
311,Trissopelopia,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Tanypodinae,Pentaneurini,,Trissopelopia,,,PRD
312,Plecoptera,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,,,,,,,,?
313,Capniidae,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Capniidae,,,,,,,SHR
314,Allocapnia,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Capniidae,,,,Allocapnia,,,SHR
315,Capnia,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Capniidae,,,,Capnia,,,SHR
316,Leuctridae,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Leuctridae,,,,,,,SHR
317,Leuctra,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Leuctridae,,,,Leuctra,,,SHR
318,Nemouridae,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Nemouridae,,,,,,,SHR
319,Amphinemura,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Nemouridae,,,,Amphinemura,,Nemoura,SHR
320,Amphinemura delosa,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Nemouridae,,,,Amphinemura,delosa,Nemoura delosa,SHR
321,Amphinemura nigritta,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Nemouridae,,,,Amphinemura,nigritta,Nemoura nigritta,SHR
322,Nemoura,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Nemouridae,,,,Nemoura,,,SHR
323,Prostoia,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Nemouridae,,,,Prostoia,,,SHR
324,Peltoperlidae,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Peltoperlidae,,,,,,,SHR
325,Tallaperla,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Peltoperlidae,,,,Tallaperla,,Peltoperla,SHR
326,Pteronarcyidae,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Pteronarcyidae,,,,,,,SHR
327,Pteronarcys,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Pteronarcyidae,,,,Pteronarcys,,,SHR
328,Taeniopterygidae,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Taeniopterygidae,,,,,,,SHR
329,Oemopteryx,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Taeniopterygidae,,,,Oemopteryx,,Brachyptera,SHR
330,Paracapnia,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Capniidae,,,,Paracapnia,,,SHR
331,Taeniopteryx,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Taeniopterygidae,,,,Taeniopteryx,,,SHR
332,Chloroperlidae,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Chloroperlidae,,,,,,,PRD
333,Alloperla,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Chloroperlidae,,,,Alloperla,,,C-G
334,Perlesta placida,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Perlidae,,,,Perlesta,placida,,PRD
335,Perlinella drymo,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Perlidae,,,,Perlinella,drymo,,PRD
336,Suwallia,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Chloroperlidae,,,,Suwallia,,,PRD
337,Sweltsa,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Chloroperlidae,,,,Sweltsa,,,PRD
338,Perlidae,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Perlidae,,,,,,,PRD
339,Acroneuria,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Perlidae,,,,Acroneuria,,,PRD
340,Acroneuria abnormis,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Perlidae,,,,Acroneuria,abnormis,,PRD
341,Acroneuria carolinensis,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Perlidae,,,,Acroneuria,carolinensis,,PRD
342,Acroneuria lycorias,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Perlidae,,,,Acroneuria,lycorias,,PRD
343,Agnetina capitata,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Perlidae,,,,Agnetina,capitata,Phasganophora capitata,PRD
344,Attaneuria ruralis,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Perlidae,,,,Attaneuria,ruralis,,PRD
345,Acari,,Arthropoda,,,,Arachnida,,,,,,,,,,,,,,Acarina,PRD
346,Arcteonais lomondi,,Annelida,,,,Clitellata,,,,Haplotaxida,,,,Naididae,,,,Arcteonais,lomondi,Stylaria lomondi,C-G
347,Brachycentrus appalachia,,Arthropoda,,,,Insecta,,,,Trichoptera,,,,Brachycentridae,,,,Brachycentrus,appalachia,,C-F
348,Brillia parva,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Orthocladiinae,,,Brillia,parva,,SHR
349,Brundiniella,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Tanypodinae,,,Brundiniella,,,PRD
350,Ceratopogoninae,,Arthropoda,,,,Insecta,,,,Diptera,,,,Ceratopogonidae,Ceratopogoninae,,,,,,PRD
351,Chironominae,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,,,,,,?
352,Chironomini,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,,,,?
353,Arrenurus,,Arthropoda,,,,Arachnida,,,,Trombidiformes,,,,Arrenuridae,,,,Arrenurus,,,PRD
354,Eccoptura xanthenes,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Perlidae,,,,Eccoptura,xanthenes,Acroneuria xanthenes,PRD
355,Neoperla,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Perlidae,,,,Neoperla,,,PRD
356,Neoperla clymene,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Perlidae,,,,Neoperla,clymene,,PRD
357,Paragnetina,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Perlidae,,,,Paragnetina,,,PRD
358,Paragnetina immarginata,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Perlidae,,,,Paragnetina,immarginata,,PRD
359,Paragnetina media,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Perlidae,,,,Paragnetina,media,,PRD
360,Perlodidae,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Perlodidae,,,,,,,PRD
361,Isogenoides,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Perlodidae,,,,Isogenoides,,Isogenus,PRD
362,Isoperla,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Perlodidae,,,,Isoperla,,,PRD
363,Isoperla bilineata,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Perlodidae,,,,Isoperla,bilineata,,PRD
364,Zygoptera,,Arthropoda,,,,Insecta,,,,Odonata,,,,,,,,,,,PRD
365,Calopterygidae,,Arthropoda,,,,Insecta,,,,Odonata,,,,Calopterygidae,,,,,,,PRD
366,Calopteryx,,Arthropoda,,,,Insecta,,,,Odonata,,,,Calopterygidae,,,,Calopteryx,,Agrion,PRD
367,Calopteryx maculata,,Arthropoda,,,,Insecta,,,,Odonata,,,,Calopterygidae,,,,Calopteryx,maculata,Agrion maculata,PRD
368,Coenagrionidae,,Arthropoda,,,,Insecta,,,,Odonata,,,,Coenagrionidae,,,,,,,PRD
369,Amphiagrion,,Arthropoda,,,,Insecta,,,,Odonata,,,,Coenagrionidae,,,,Amphiagrion,,,PRD
370,Argia,,Arthropoda,,,,Insecta,,,,Odonata,,,,Coenagrionidae,,,,Argia,,,PRD
371,Enallagma,,Arthropoda,,,,Insecta,,,,Odonata,,,,Coenagrionidae,,,,Enallagma,,,PRD
372,Ischnura,,Arthropoda,,,,Insecta,,,,Odonata,,,,Coenagrionidae,,,,Ischnura,,,PRD
373,Decapoda,,Arthropoda,,,,Malacostraca,,,,Decapoda,,,,,,,,,,,PRD
374,Cryptolabis,,Arthropoda,,,,Insecta,,,,Diptera,,,,Tipulidae,,,,Cryptolabis,,,SHR
375,Diamesinae,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Diamesinae,,,,,,C-G
376,Eurylophella funeralis,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Eurylophella,funeralis,Ephemerella funeralis,C-G
377,Hirudinea,,Annelida,,,,Clitellata,,,,,,,,,,,,,,,PRD
378,Parachironomus frequens,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Chironomini,,Parachironomus,frequens,,PRD
379,Planorbula armigera,,Mollusca,,,,Gastropoda,,,,Basommatophora,,,,Planorbidae,,,,Planorbula,armigera,Helisoma,SCR
380,Haploperla brevis,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Chloroperlidae,,,,Haploperla,brevis,Hastaperla brevis,PRD
381,Mystacides sepulchralis,,Arthropoda,,,,Insecta,,,,Trichoptera,,,,Leptoceridae,,,,Mystacides,sepulchralis,,C-G
382,Atractides,,Arthropoda,,,,Arachnida,,,,Trombidiformes,,,,Hygrobatidae,,,,Atractides,,,PRD
383,Hygrobates,,Arthropoda,,,,Arachnida,,,,Trombidiformes,,,,Hygrobatidae,,,,Hygrobates,,,PRD
384,Lebertia,,Arthropoda,,,,Arachnida,,,,Trombidiformes,,,,Lebertiidae,,,,Lebertia,,,PRD
385,Limnochares,,Arthropoda,,,,Arachnida,,,,Trombidiformes,,,,Limnocharidae,,,,Limnochares,,,PRD
386,Mideopsis,,Arthropoda,,,,Arachnida,,,,Trombidiformes,,,,Mideopsidae,,,,Mideopsis,,,PRD
387,Sperchon,,Arthropoda,,,,Arachnida,,,,Trombidiformes,,,,Sperchonidae,,,,Sperchon,,,PRD
388,Sperchonopsis,,Arthropoda,,,,Arachnida,,,,Trombidiformes,,,,Sperchonidae,,,,Sperchonopsis,,,PRD
389,Torrenticola,,Arthropoda,,,,Arachnida,,,,Trombidiformes,,,,Torrenticolidae,,,,Torrenticola,,,PRD
390,Neumania,,Arthropoda,,,,Arachnida,,,,Trombidiformes,,,,Unionicolidae,,,,Neumania,,,PRD
391,Unionicola,,Arthropoda,,,,Arachnida,,,,Trombidiformes,,,,Unionicolidae,,,,Unionicola,,,PRD
392,Cyclopoida,,Arthropoda,,,,Malacostraca,,,,Cyclopoida,,,,,,,,,,,?
393,Collembola,,Arthropoda,,,,Entognatha,,,,Collembola,,,,,,,,,,,C-G
394,Isotomurus,,Arthropoda,,,,Entognatha,,,,Collembola,,,,Isotomidae,,,,Isotomurus,,,C-G
395,Ephemeroptera,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,,,,,,,,?
396,Caenidae,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Caenidae,,,,,,,C-G
397,Caenis,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Caenidae,,,,Caenis,,,C-G
398,Astacidae,,Arthropoda,,,,Malacostraca,,,,Decapoda,,,,Astacidae,,,,,,,C-G
399,Cambaridae,,Arthropoda,,,,Malacostraca,,,,Decapoda,,,,Cambaridae,,,,,,,C-G
400,Cambarus,,Arthropoda,,,,Malacostraca,,,,Decapoda,,,,Cambaridae,,,,Cambarus,,,C-G
401,Orconectes,,Arthropoda,,,,Malacostraca,,,,Decapoda,,,,Cambaridae,,,,Orconectes,,,C-G
402,Orconectes virilis,,Arthropoda,,,,Malacostraca,,,,Decapoda,,,,Cambaridae,,,,Orconectes,virilis,,C-G
403,Amphipoda,,Arthropoda,,,,Malacostraca,,,,Amphipoda,,,,,,,,,,,C-G
404,Ephemera simulans,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemeridae,,,,Ephemera,simulans,,C-G
405,Hexagenia limbata,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemeridae,,,,Hexagenia,limbata,,C-G
406,Ephoron leukon,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Polymitarcyidae,,,,Ephoron,leukon,,C-G
407,Baetidae,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Baetidae,,,,,,,C-G
408,Baetis,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Baetidae,,,,Baetis,,,C-G
409,Acentrella,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Baetidae,,,,Acentrella,,Pseudocloeon,SCR
410,Baetis brunneicolor,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Baetidae,,,,Baetis,brunneicolor,,C-G
411,Baetis flavistriga,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Baetidae,,,,Baetis,flavistriga,,C-G
412,Baetis intercalaris,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Baetidae,,,,Baetis,intercalaris,,C-G
413,Acerpenna pygmaea,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Baetidae,,,,Acerpenna,pygmaeus,Centroptilum pygmaea,C-G
414,Baetis tricaudatus,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Baetidae,,,,Baetis,tricaudatus,"Baetis frontalis, Baetis rusticans, Baetis vagans",C-G
415,Callibaetis,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Baetidae,,,,Callibaetis,,,C-G
416,Centroptilum,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Baetidae,,,,Centroptilum,,,C-G
417,Procloeon,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Baetidae,,,,Procloeon,,,C-G
418,Heterocloeon ,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Baetidae,,,,Heterocloeon,,,SCR
419,Heptageniidae,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,,,,C-G
420,Epeorus,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Epeorus,,Iron,SCR
421,Heptagenia,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Heptagenia,,,SCR
422,Leucrocuta,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Leucrocuta,,Heptagenia,SCR
423,Nixe,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Nixe,,Heptagenia,SCR
424,Rhithrogena,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Rhithrogena,,,C-G
425,Stenacron,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Stenacron,,Stenonema,SCR
426,Stenacron interpunctatum,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Stenacron,interpunctatum,Stenonema interpunctatum,SCR
427,Stenonema femoratum,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Heptageniidae,,,,Stenonema,femoratum,Stenonema tripunctatum,SCR
428,Siphloplecton ,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Metretopodidae,,,,Siphloplecton,,,C-G
429,Isonychia,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Isonychiidae,,,,Isonychia,,,C-G
430,Isonychiidae,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Isonychiidae,,,,,,,C-G
431,Crangonyx,,Arthropoda,,,,Malacostraca,,,,Amphipoda,,,,Crangonyctidae,,,,Crangonyx,,,C-G
432,Crangonyx pseudogracilis,,Arthropoda,,,,Malacostraca,,,,Amphipoda,,,,Crangonyctidae,,,,Crangonyx,pseudogracilis,,C-G
433,Gammaridae,,Arthropoda,,,,Malacostraca,,,,Amphipoda,,,,Gammaridae,,,,,,,C-G
434,Gammarus,,Arthropoda,,,,Malacostraca,,,,Amphipoda,,,,Gammaridae,,,,Gammarus,,,C-G
435,Gammarus fasciatus,,Arthropoda,,,,Malacostraca,,,,Amphipoda,,,,Gammaridae,,,,Gammarus,fasciatus,,C-G
436,Gammarus lacustris,,Arthropoda,,,,Malacostraca,,,,Amphipoda,,,,Gammaridae,,,,Gammarus,lacustris,,C-G
437,Hyalella,,Arthropoda,,,,Malacostraca,,,,Amphipoda,,,,Hyalellidae,,,,Hyalella,,,C-G
438,Hyalella azteca,,Arthropoda,,,,Malacostraca,,,,Amphipoda,,,,Hyalellidae,,,,Hyalella,azteca,,C-G
439,Orconectes rusticus,,Arthropoda,,,,Malacostraca,,,,Decapoda,,,,Cambaridae,,,,Orconectes,rusticus,,C-G
440,Ostracoda,,Arthropoda,,,,Ostracoda,,,,,,,,,,,,,,,?
441,Ostrocerca,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Nemouridae,,,,Ostrocerca,,,SHR
442,Psychomyia flavida,,Arthropoda,,,,Insecta,,,,Trichoptera,,,,Psychomyiidae,,,,Psychomyia,flavida,,C-G
443,Rasvena,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Chloroperlidae,,,,Rasvena,,Chloroperla,C-G
444,Phalacrocera,,Arthropoda,,,,Insecta,,,,Diptera,,,,Tipulidae,,,,Phalacrocera,,,SHR
445,Rhantus,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Dytiscidae,,,,Rhantus,,,PRD
446,Utaperla,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Chloroperlidae,,,,Utaperla,,,PRD
447,Acerpenna,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Baetidae,,,,Acerpenna,,Centroptilum,C-G
448,Acentrella turbida,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Baetidae,,,,Acentrella,turbida,"Pseudocloeon carolina, P.turbida, Cloeon carolina. A.carolina",SCR
449,Ephemera,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemeridae,,,,Ephemera,,,C-G
450,Ephemeridae,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemeridae,,,,,,,C-G
451,Siphlonuridae,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Siphlonuridae,,,,,,,C-G
452,Siphlonurus,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Siphlonuridae,,,,Siphlonurus,,,C-G
453,Ephemerellidae,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,,,,C-G
454,Attenella attenuata,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Attenella,attenuata,Ephemerella attenuata,C-G
455,Drunella,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Drunella,,,SCR
456,Ephemerella,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Ephemerella,,,C-G
458,Ephemerella subvaria,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Ephemerella,subvaria,,C-G
459,Eurylophella,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Eurylophella,,Ephemerella ,C-G
460,Eurylophella temporalis,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Eurylophella,temporalis,Ephemerella temporalis,C-G
461,Serratella,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Serratella,,Ephemerella ,C-G
462,Teloganopsis deficiens,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Ephemerellidae,,,,Teloganopsis,deficiens,Ephemerella deficiens,C-G
463,Leptophlebiidae,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Leptophlebiidae,,,,,,,C-G
464,Habrophlebia vibrans,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Leptophlebiidae,,,,Habrophlebia,vibrans,,C-G
465,Habrophlebiodes,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Leptophlebiidae,,,,Habrophlebiodes,,,SCR
466,Leptophlebia,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Leptophlebiidae,,,,Leptophlebia,,,C-G
467,Paraleptophlebia,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Leptophlebiidae,,,,Paraleptophlebia,,,C-G
468,Paraleptophlebia debilis,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Leptophlebiidae,,,,Paraleptophlebia,debilis,,C-G
469,Tricorythidae,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Tricorythidae,,,,,,,C-G
470,Tricorythodes,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Tricorythidae,,,,Tricorythodes,,,C-G
471,Baetisca,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Baetiscidae,,,,Baetisca,,,C-G
472,Baetisca obesa,,Arthropoda,,,,Insecta,,,,Ephemeroptera,,,,Baetiscidae,,,,Baetisca,obesa,,C-G
473,Dytiscidae,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Dytiscidae,,,,,,,PRD
474,Agabus,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Dytiscidae,,,,Agabus,,,PRD
475,Hydroporus,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Dytiscidae,,,,Hydroporus,,,PRD
476,Laccophilus,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Dytiscidae,,,,Laccophilus,,,PRD
477,Isopoda,,Arthropoda,,,,Malacostraca,,,,Isopoda,,,,,,,,,,,C-G
478,Asellidae,,Arthropoda,,,,Malacostraca,,,,Isopoda,,,,Asellidae,,,,,,,C-G
479,Caecidotea,,Arthropoda,,,,Malacostraca,,,,Isopoda,,,,Asellidae,,,,Caecidotea,,,C-G
480,Caecidotea racovitzai,,Arthropoda,,,,Malacostraca,,,,Isopoda,,,,Asellidae,,,,Caecidotea,racovitzai,,C-G
481,Soyedina,,Arthropoda,,,,Insecta,,,,Plecoptera,,,,Nemouridae,,,,Soyedina,,,SHR
482,Stegopterna,,Arthropoda,,,,Insecta,,,,Diptera,,,,Simuliidae,,,,Stegopterna,,,C-F
483,Stylodrilus heringianus,,Annelida,,,,Clitellata,,,,Lumbriculida,,,,Lumbriculidae,,,,Stylodrilus,heringianus,,C-G
484,Stylogomphus albistylus,,Arthropoda,,,,Insecta,,,,Odonata,,,,Gomphidae,,,,Stylogomphus,albistylus,Lanthus albistylus,PRD
485,Tanypodinae,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Tanypodinae,,,,,,PRD
486,Tanytarsini,,Arthropoda,,,,Insecta,,,,Diptera,,,,Chironomidae,Chironominae,Tanytarsini,,,,,C-F
487,Dineutus,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Gyrinidae,,,,Dineutus,,,PRD
488,Gyrinus,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Gyrinidae,,,,Gyrinus,,,PRD
489,Haliplus ,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Haliplidae,,,,Haliplus,,,SHR
490,Peltodytes,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Haliplidae,,,,Peltodytes,,,SHR
492,Scirtidae,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Scirtidae,,,,,,,PRD
493,Dryopidae,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Dryopidae,,,,,,,SCR
494,Helichus,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Dryopidae,,,,Helichus,,,SCR
495,Helichus lithophilus,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Dryopidae,,,,Helichus,lithophilus,,SCR
496,Elmidae,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Elmidae,,,,,,,C-G
497,Ancyronyx variegatus,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Elmidae,,,,Ancyronyx,variegatus,,C-G
498,Dubiraphia,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Elmidae,,,,Dubiraphia,,,C-G
499,Dubiraphia bivittata,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Elmidae,,,,Dubiraphia,bivittata,,C-G
500,Dubiraphia vittata,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Elmidae,,,,Dubiraphia,vittata,,C-G
501,Macronychus,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Elmidae,,,,Macronychus,,,SHR
502,Macronychus glabratus,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Elmidae,,,,Macronychus,glabratus,,SHR
503,Microcylloepus,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Elmidae,,,,Microcylloepus,,,C-G
504,Microcylloepus pusillus,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Elmidae,,,,Microcylloepus,pusillus,,C-G
505,Optioservus,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Elmidae,,,,Optioservus,,,SCR
506,Oulimnius,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Elmidae,,,,Oulimnius,,,SCR
507,Promoresia,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Elmidae,,,,Promoresia,,,SCR
508,Promoresia elegans,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Elmidae,,,,Promoresia,elegans,,SCR
509,Stenelmis,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Elmidae,,,,Stenelmis,,,SCR
510,Stenelmis crenata,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Elmidae,,,,Stenelmis,crenata,,SCR
511,Stenelmis humerosa,,Arthropoda,,,,Insecta,,,,Coleoptera,,,,Elmidae,,,,Stenelmis,humerosa,,SCR
